,ID,gender_male,city,email_action
63,381A2117-21B6-4741-84D6-051E64E19B82,1,NA,2022-07-18 22:56:27
64,25D44C27-FDC9-4C57-91E5-05218CAEB577,0,NA,
65,69F68497-A756-440E-BFD8-052CAE05FA71,-1,NA,2022-07-18 16:29:33
66,3B7AE14E-B443-4808-8D46-053A5FCF9192,0,NA,
67,94538D91-564C-4497-90C0-053FECBEE18C,0,NA,
68,A5020DE8-903D-4B55-92E3-053FFFD5476E,-1,NA,2022-07-18 16:29:49
69,62B89A53-3FA6-4B66-9598-0546ECC4434F,1,NA,
70,FA842B3A-F80A-4DB7-B702-0567B2BC9A35,1,NA,2022-07-25 18:51:49
71,505DC2AB-625F-4398-B27E-057E407A4788,-1,самара,2022-07-18 16:58:11
72,24F20800-A370-443F-8A3F-058270FC855D,0,NA,
73,EEB30088-D8D5-4069-BDE0-0588ACC48D74,0,NA,
74,FF39AA18-1061-48F7-8284-058EEA55E7D1,0,NA,2022-07-18 16:29:53
75,D8A76084-4596-4C72-9A09-058F0C59A4D1,0,NA,
76,8800AF40-C8CD-4326-B303-059713917F2E,0,NA,
77,DD339945-1B26-4176-AF66-05B701D6612D,0,NA,
78,0BAECF85-7B74-42DE-B854-05CE457CA75C,-1,NA,
79,C242E649-96BE-480B-AFC1-05D97E0A31C3,-1,NA,2022-07-18 16:29:49
80,06EA4767-A75E-47D3-BE01-05EAB1CC5831,-1,NA,
81,2C4F6BDA-B51A-4316-A6C6-05FF453E9E8C,-1,NA,2022-07-19 23:20:29
82,B4F7F5A5-B20E-4FE0-8F0E-060437656916,-1,москва,2022-07-18 16:29:47
83,0FD09C49-8BE7-45B0-B496-060EF16A2182,-1,москва,2022-07-18 16:29:48
84,88C8DF01-278B-4D57-95C3-0610101A9FDD,-1,NA,2022-07-18 16:29:48
85,713DBA0E-7E54-446E-8118-0631C4B68680,0,москва,2022-07-18 16:29:38
86,7FC4615E-13A4-49CB-A3C7-0684AFEC1D5A,1,NA,
87,39E0A0DA-872F-4DFD-B47E-06A2EFA7E5A4,-1,москва,2022-07-18 17:04:28
88,8A8DAECD-40B3-4A41-B53C-06A62BE672E6,1,frankfurt am main,
89,A7C07125-E8B4-4AA3-A851-06BF6D7EFE24,-1,NA,2022-07-18 16:29:54
90,D2413158-1994-4DED-B7F5-06C49DF70E36,0,NA,
91,A12361EA-EA02-4980-94D1-06EC3F4D44DD,0,NA,
92,38FC43EF-E469-4DA5-A5F5-070088C99375,-1,москва,2022-07-18 16:29:28
93,1410B587-9A85-43C8-B5E6-0707F46C1895,1,москва,2020-06-24 13:52:30
94,4F40F612-A177-44D5-AA14-070C4F1FB881,-1,NA,2022-07-18 16:29:31
95,C6A3DAEC-8FA9-41B2-8A6B-071F5E18C59B,1,москва,2022-07-19 13:31:09
96,6FF36D8D-E23E-4553-8245-0721B5ACB585,-1,NA,
97,3DB8D37B-5B67-410E-9DFC-07232E2DAB61,0,NA,
98,90B7B897-14EB-4C3E-A274-0766CDF45D0E,1,NA,2022-07-18 19:57:23
99,B596BA8E-4830-4D5A-A40E-076B558FEA50,1,NA,2022-07-18 16:29:37
100,E0AFCA6A-EDAA-4DD1-9475-078FE283292E,0,NA,
101,13D453BC-46C3-417B-8072-079243282A66,1,NA,2022-07-18 16:29:34
102,DC311C09-39C3-4206-B908-079620C31FCA,0,NA,
103,7D8AD0EE-0A86-49EF-B408-07A72057498A,0,NA,
104,838D4F7F-5671-41B6-A7A3-07BCBD9B10BC,0,NA,
105,961181A5-4581-4C2E-A582-07CD93D010E7,0,NA,
106,F00CA77B-B838-41B1-B011-07D75A81F434,-1,NA,
107,C44DD231-2A72-473C-A6F8-07DEFBCF92C3,-1,NA,2022-07-18 16:29:58
108,357FC296-B046-4F41-B9FE-07E389E7E5AA,-1,москва,
109,10F18A2C-ECCB-493E-9958-07F8E1C00EE5,1,NA,
110,F2BDB7FA-7DDD-421B-8621-0813B77CA6C1,-1,NA,2022-07-18 16:29:34
111,68D59A1A-0DD3-456E-ACA0-0818F891721C,1,москва,2022-07-18 16:29:48
112,E969E544-DA31-410E-84DE-083C736EF0EC,0,новосибирск,2022-06-15 18:21:12
113,65546747-A954-4E7E-867C-0840DC1225F4,-1,NA,
114,C6B631BE-40D0-4D21-A7CC-084DBA434847,-1,NA,2022-07-18 16:29:34
115,4F4A74D4-01DA-4D52-AD9D-08644AFF4C80,0,NA,
116,90A84F9A-FD02-43AF-BE61-086B2A5ABA77,0,NA,
117,2FD39CAF-48C3-4EEA-AC2C-089E47136325,0,NA,
118,B01F4DE0-1555-4BAF-A081-08A24968720F,-1,NA,2022-07-18 16:29:50
119,D05F501A-57AA-45ED-8D40-08D371C34D08,-1,NA,2022-05-30 19:47:41
120,FC9E24D5-ABCA-46A4-B4E2-08EA62BE0F53,-1,NA,2022-07-18 16:29:58
121,6827A69B-55A8-48EE-94E8-08EFAF4E3E0A,-1,москва,2022-07-21 23:09:24
122,B94020DE-C39F-4EB3-B664-091A4F45FB47,1,москва,2022-07-18 16:29:48
123,53AFC02A-8494-4F6B-B9E4-09428D76EEDF,-1,NA,2022-07-18 16:29:52
124,EB8090B4-F161-41F7-B2FC-094320B14971,0,NA,
125,A1B82C89-C5B4-4E8D-B285-094786EFBE6E,-1,NA,2022-07-18 16:29:48
126,092271E5-B51C-4F5F-8214-09542C109EA3,-1,москва,2022-07-18 16:29:47
127,AF14C9A0-A89A-47F9-A4A7-09599D9D0A2B,0,NA,
128,2886F8D7-5AC7-4558-A777-0970DBEC18F9,0,NA,
129,CE07DBA6-9C2B-4276-9924-0979BDD0EED9,0,NA,
130,8C612BDF-EA62-46C3-9A3E-097BF6D4DE89,1,NA,
131,830ABF93-D026-4320-A21A-097ED48283B6,-1,березка,
132,A7D7BA56-E28B-443A-8F9C-098B1DE8A266,-1,NA,
133,86CB8155-40A1-4840-84A0-099B4938C78A,-1,NA,2022-05-21 19:47:57
134,0FFBC88A-E558-4E23-8B2D-099FF87A542E,0,NA,
135,E480138F-2201-43CA-A041-09B5A90D66AC,0,NA,
136,FB1C974A-434B-4890-A37F-09C2881DDFF5,-1,NA,2022-07-20 18:03:41
137,8B18A10A-6FBD-45D9-92F8-09CE626F4509,-1,NA,2022-07-18 16:29:49
138,35D24D87-BDA4-4402-A13F-09E7F69EF736,-1,NA,2022-07-19 13:03:02
139,742218BE-31D6-40FC-AF06-09EE1D722E3A,-1,NA,2022-07-18 16:29:31
140,1A4C4074-06F8-4FB7-9522-09F51946849E,1,NA,2022-07-18 16:29:50
141,FC01079A-1968-45F1-B9FB-09FD91060731,-1,NA,2022-07-18 16:29:47
142,E20CBE16-A19E-46C7-8A1B-09FE0186332C,1,NA,
143,36C4E691-F334-41A2-A79F-09FF6442B6DC,0,NA,
144,F0A09362-40F3-48E3-8CAB-09FFA96550E4,-1,москва,2022-06-24 19:09:06
145,8D21CBB5-08A0-421C-8A91-0A07F595707E,-1,москва,2022-07-18 16:29:49
146,F675C913-1ABC-4B24-8B2D-0A0880685202,-1,NA,
147,D064D781-74A4-462D-9FC3-0A2D1BD91645,0,NA,
148,5259B572-5549-4D78-9159-0A32571878A2,-1,павловск,
149,7D5F4797-5ADE-4A18-9A34-0A42E6A26955,-1,NA,2020-07-08 11:56:51
150,664AFB24-6846-4997-86E9-0A5AFF4C68A9,1,NA,
151,A4A33238-2D57-4900-B6E6-0A6E4965D071,-1,кингисеппский,
152,81585DF6-0962-4146-9C8A-0A83C547B401,0,NA,
153,00B19E9C-A613-43DF-9A72-0AA0DDAF8A8B,0,NA,
154,B1541D8D-7842-485D-AB06-0ACFFC4E7FA5,1,NA,2022-07-18 18:33:22
155,2D168791-EC22-480E-928A-0AEF76095CAE,-1,NA,2022-07-18 16:29:49
156,BB79DBA9-530C-4508-8852-0B3443F6F15C,-1,NA,2022-07-18 20:33:19
157,3B86774C-5CD1-44E8-B233-0B4076CD3770,1,черноголовка,2022-07-19 08:54:36
158,9409D8D6-EB65-4967-9482-0B58017FBB6D,-1,новосибирск,2022-07-18 16:29:49
159,800D4E3E-979C-49D4-AC01-0B65A4600B7C,-1,NA,
160,EE06D8FA-D83B-4107-92DB-0B8177E64E08,0,NA,
161,E77A6B36-129C-468A-9909-0B83D64F8822,0,NA,
162,4EE7F3A8-C04D-49CD-81FA-0B880D91F882,-1,NA,
163,DA8FA0CA-9C0F-4E6B-97C8-0BA1F87AA649,0,NA,
164,ACAE4CA3-86E0-4C3B-846A-0C0B4BAC39B7,-1,москва,2022-07-20 12:24:04
165,0D32B4BD-07B3-46F6-8B28-0C1247131789,-1,NA,
166,2E1A7BD3-A96A-458F-9F9A-0C144A2E78F8,0,NA,
167,DD59609B-58B7-4A62-9777-0C159D87D9B8,-1,краснодар,2021-02-05 14:03:51
168,6591FADD-B489-4C0D-86F0-0C268C5FE4BE,0,NA,
169,9B82EECD-5B4A-4914-8B66-0C32CD57E93D,0,NA,
170,8C9812B3-4959-49E9-A4E5-0C3C30A569A3,0,NA,
171,45FB5D2D-8446-448F-A186-0C4AD640F7DC,0,NA,
172,13B7DCC2-6105-4A9A-AFE5-0C4F24EC4A2D,-1,москва,2022-07-20 13:40:33
173,5281C310-ED83-42F7-AB6D-0C588F76A1D2,0,NA,
174,3EA872BC-6325-4AAB-BE21-0C8A299C0B6C,-1,NA,2022-07-18 16:29:48
175,E68D62CC-351D-4675-8988-0C928435DFAF,0,NA,
176,0B96823F-E914-40FD-8F38-0C9F1D2385A7,-1,NA,
177,D9F87FE8-4AB0-4986-BF2C-0CA982A8A648,-1,якутск,2022-07-18 16:29:49
178,669A4DA7-97FC-4A47-B73D-0CBEB7CFC1D6,-1,владивосток,
179,3FCD3329-53E7-4C29-99AC-0CD102AF5285,0,NA,
180,908F0DDE-C5E2-4F98-A068-0CE0011FD82D,0,NA,
181,015D99D6-6929-41E4-9BCB-0CE4406E6729,0,NA,
182,8CB29BD0-116A-4282-A4E6-0CE469D7522D,0,NA,
183,71342650-2571-498E-874E-0CEDB4E00089,-1,NA,2022-07-18 16:29:49
184,7EA41061-B110-4B24-8016-0CF3A5383C94,-1,москва,2022-07-18 16:29:30
185,F34F0A06-0F03-437D-883A-0CF49D86D09F,1,NA,2022-07-18 17:49:04
186,543D8626-9AB9-483C-8EB2-0D050D9D4995,0,NA,2022-07-18 16:29:50
187,C68FB0CB-BF53-4E17-9E17-0D0681B63A3A,0,NA,
188,D2D6BD6B-8681-44FA-ACC7-0D08476DEC8B,-1,NA,2022-07-18 16:29:49
189,7DD6A68F-3A8C-42AB-8911-0D0A04736D0F,1,charleston,2022-07-22 15:23:44
190,F867E5A7-B235-453A-93E4-0D1123862FB8,0,NA,
191,D857B312-1E88-4E90-8196-0D290015DE7B,0,NA,
192,671E08AC-B97D-4E6E-9656-0D2B07BF614E,-1,москва,2022-07-18 17:41:52
193,57DA0D12-6A50-4D20-B9AC-0D2C795A3A47,0,NA,
194,25D1105D-DC9F-4281-B7D7-0D38442E498A,0,NA,
195,EBAE71C7-E110-45B6-901B-0D646C29FA2E,1,NA,
196,F156D68E-03ED-4E4C-A119-0D6E7D1661A1,-1,феодосия,2022-07-18 16:29:47
197,FB17D5A1-579A-4E05-84C0-0D77D6093B9C,-1,кемерово,2022-07-18 16:38:56
198,807DBC7C-84B8-4BD6-A85F-0D81C4504FA3,0,уфа,2022-06-07 12:54:43
199,82FE47A4-9226-438A-B5D7-0DA8DE216267,1,NA,
200,D0B4BB21-6F71-44B3-A238-0DAABB23640C,0,москва,
201,1A0E2BB9-FB72-4756-A492-0DB4D909CA7B,1,NA,2022-07-18 16:29:31
202,7ACBAD2B-6BBB-4427-A97E-0DB9D818EB92,-1,ульяновск,2022-07-21 06:23:09
203,AD4528D7-1F92-487B-B257-0DF457A8D7C3,0,NA,
204,41794FFE-27EB-4EF1-A40E-0DF5A98F4323,-1,NA,2022-07-18 16:29:52
205,F8D6B2AF-C3E9-4965-8B4E-0E1A3CC4FF95,0,NA,
206,19BDA288-AC2A-4030-A8B5-0E214A0C3DE6,0,NA,2022-07-19 18:26:24
207,58C49286-4E7C-4B7F-BE9A-0E38CEA9E6CE,1,москва,2022-07-18 16:29:30
208,22588D93-4237-452D-B4AA-0E4BA7D44080,1,саров,
209,792B6EDF-2131-41B6-8F73-0E5D4C86ABB2,1,NA,
210,CCD45931-FBB5-4132-9F0F-0E6615439FD9,-1,боровский,
211,90EACBA0-CED4-42DA-9729-0E9392957FA1,0,NA,
212,7A4E62B4-0BD8-4DFC-8DE1-0E9C59C2CA78,-1,москва,2022-07-18 16:29:31
213,EA501C1F-F870-4C88-B485-0EC18B29DA5C,-1,NA,2022-07-18 16:29:49
214,E85E70D9-6809-4E1C-AE25-0EC489934DDC,1,москва,2022-07-18 16:29:49
215,99A56103-5BDB-4C2B-AF08-0EF1A3D4DC37,-1,москва,2022-07-18 16:29:47
216,C544D1A1-0623-43CD-A4FB-0EF7C49718DA,1,NA,
217,A5FDDC10-A8CD-4A09-B9AF-0EF9A837BD90,1,NA,2022-07-18 16:29:52
218,294DC896-B62B-45B8-AF6C-0F0474F7379B,0,NA,
219,38D20059-1D21-4551-898C-0F0814ED67A6,1,NA,2022-07-11 18:07:20
220,C96ECA0F-0BC9-4216-B031-0F0BCB414776,0,NA,
221,755EB927-0410-4598-AF8F-0F2822FA8031,-1,москва,2022-07-18 16:30:27
222,ADA6643D-7735-4E95-943E-0F2B5A5305EF,0,NA,
223,9CD097A9-5E66-4602-9F14-0F7CD0691AC9,-1,брянск,2022-07-18 16:29:48
224,1984167B-19B5-4170-827B-0F8A9DCD3644,0,NA,
225,87EE0A5D-6A69-4E8B-AFB9-0F8C6EEE65FF,0,NA,
226,B2EAA820-D97E-404C-B64C-0F9C2655D3C5,-1,NA,2022-07-18 16:29:49
227,68A706BC-6D25-4D30-9EAA-0FDA3861DD2D,0,NA,
228,D171C6CB-93A4-4CCC-8F94-0FE31737C7AE,0,NA,
229,B5C64652-DDB1-4ADC-95C0-0FE6B8ED36E0,-1,москва,
230,CC486F86-12B0-4ECD-BCCD-1003DEEB516D,0,NA,
231,36A354C3-85DF-452D-8023-101FAFFEC7FD,-1,москва,2022-07-18 16:29:48
232,958871DB-C3D0-4E27-8CE6-1046BDD08790,-1,москва,2022-07-18 18:45:09
233,10E0779B-F1D3-4B3F-9872-1093B31162D4,1,NA,2022-07-18 16:29:49
234,9B646FFB-068C-4F1C-9922-10D341765FB7,0,NA,
235,008FF16B-30C0-4B44-9141-10F9BAB17901,0,NA,
236,5318BE5B-9664-439A-84EE-11142A59C559,0,NA,
237,C2FD4D86-9C77-4BA9-BA2F-111B77C5A263,1,стерлитамак,
238,03F6CF3E-963B-495A-A29E-112121E51943,-1,нижний новгород,
239,8DD1D03C-B70A-4AD9-A705-115B4A314610,0,NA,
240,9847B93A-E531-4A6F-9FCC-1167559A98F6,0,NA,
241,EF85966F-2AE8-4F2A-99A6-1168F92DE97F,-1,бухарест,2022-07-18 16:29:48
242,EAA4FEBC-6C87-4D84-BD61-1188B6E57E2B,0,NA,
243,95F667A1-2137-4FAD-8D52-11CFA6A9C340,0,NA,
244,D8F4C4A6-36E8-4425-B91C-11DD4356F26F,1,москва,
245,A3CA1200-6145-4D46-9760-11F0D6520653,0,NA,
246,B16AF9A8-5BC2-4617-897D-1217DA40AAA5,0,москва,2022-07-24 09:53:20
247,83118BFB-39D8-40F9-B92F-12270AB6C21B,-1,NA,2022-07-18 16:29:54
248,4A2B2389-081B-4750-9DF0-123B871D3498,-1,нижний новгород,2022-07-18 16:29:49
249,93315C14-3CDC-4DF6-9D33-12612FA0FC84,1,москва,2022-07-18 16:29:49
250,4BC91F06-B849-4C3A-92C2-126E41ADEAA6,0,NA,
251,65C590C6-00CB-42FC-ACB2-129429B8691F,0,NA,
252,7059EEDB-6E9E-427B-8776-129CA630274E,1,саратов,
253,6DF829EA-41CB-43F0-B4B0-12A5B31B3692,0,NA,
254,4A3F7F1F-EEFB-4ADA-8A06-12C3FE697CE9,-1,NA,2022-07-18 16:29:49
255,8D2894F3-C02D-4BBF-BF02-12C67A9B9386,1,NA,2022-07-18 16:29:34
256,0477632C-6B6F-490E-9245-12C7F6B04757,-1,lucca,2022-07-18 16:29:49
257,C96C8B5F-044D-44FD-B607-12C839BEE162,-1,краснодар,2022-06-25 20:29:26
258,226D9B7B-5E0E-429A-9F4E-12CE52AD4174,-1,NA,
259,B7854788-8095-42BB-A661-12D18CD3734C,0,NA,
260,CC4775CB-C76C-402A-A04A-12DC5C4E82FD,-1,NA,2022-07-18 20:58:31
261,A6E44562-F389-43D1-BA8E-12E9C6E0D2E6,-1,NA,
262,11F77DB9-10CE-415A-B83F-130EE3B211C9,1,северск,2022-07-18 16:29:47
263,580F68AF-F572-4EE4-8A79-132481D626F9,-1,москва,2022-07-18 22:12:17
264,1FFC1244-0B47-4C3D-8587-1331E68C9A8E,-1,усть-илимск,2022-07-18 16:29:48
265,C39BDE50-7A1E-4912-B25A-133D5AF795F4,0,NA,
266,179692A2-D90A-45C7-9037-1343406A3BB2,1,саратов,
267,6097194E-1D4D-4B40-ABD7-134396B53895,0,NA,
268,61CD608A-64FC-42ED-A5E6-13522B8377FB,-1,NA,2022-07-18 16:29:43
269,87F2C610-076B-48AA-A1CF-136A891011CC,-1,NA,2022-07-18 16:29:48
270,5FBA473D-B49D-48C8-95DB-136B03533341,-1,NA,2022-07-18 16:29:52
271,7A523B56-60CF-4A97-B841-1375096739DD,1,NA,
272,2B6894CE-67A5-4DC0-9E16-13E30A59B169,0,NA,
273,6F053D56-0AEA-4741-8C84-13E7334CC132,-1,москва,2022-07-18 16:29:30
274,E6EDE651-EA1D-432E-8F8D-1413F849BD6F,-1,NA,2022-07-18 16:29:34
275,22813B2C-BF74-43B0-B6FB-1414A3DB1DDC,1,NA,
276,EEC060BA-0C4C-493C-940F-1416AFCEE208,0,NA,
277,B4BE273C-E661-4BA6-9D63-1449E5447F41,1,NA,2022-07-18 16:29:50
278,B5B867C7-BA96-4993-97B8-14578669883E,-1,санкт-петербург,2021-09-24 19:44:17
279,672B933B-7DF4-414F-8BB6-147A5D4B13C4,1,NA,2022-07-18 16:29:49
280,29482A19-62AE-4CB4-9805-1486C5E40C6F,0,москва,2021-11-08 19:27:15
281,C3008C1E-7E75-4722-B2A7-148EBA9CE3F4,-1,санкт-петербург,2022-07-18 16:29:48
282,017BB4E5-B922-45D6-A31F-14A445EEDDE1,-1,NA,2022-07-22 18:51:03
283,0967822A-A5BB-49E3-8063-14AB2890B604,-1,москва,2022-07-18 16:29:48
284,AF90BFD6-4626-4F41-B320-14C622A8E8F4,-1,киров,
285,C3DD1EDD-E308-45BB-87B7-14CE68F50C9A,-1,йошкар-ола,2022-07-11 17:26:35
286,D8527A95-EB57-4F82-946E-14D54FE56160,-1,NA,2022-07-18 16:29:50
287,7BB2FB78-7C27-4698-8DB7-14E4F23FC4F7,0,NA,2022-07-18 16:29:49
288,1D7F89C8-B101-4EC5-9A6F-14E722EC5D47,-1,NA,2022-07-18 16:29:58
289,DDAF6788-2661-4D26-B3C4-14FB8DD73425,-1,NA,2022-07-18 16:29:48
290,81C9E907-ECE9-4767-86A1-151264B70EEF,0,NA,
291,C1BC5A0B-1C41-49DA-8B77-15164B162174,1,NA,2022-07-18 19:55:21
292,B2554AA9-0942-4D65-8633-153859B9912C,0,NA,
293,C9686993-3E83-4CA4-B301-1547433793D5,-1,NA,
294,F9C94B09-19AC-4E3B-A932-1556B86B6D98,0,NA,
295,A9AFB2C7-3E82-443D-9D17-1559B603E118,1,новокуйбышевск,
296,0E5FDAAD-B951-494E-AC84-155A6BF897C3,-1,NA,2021-07-07 13:42:58
297,403F1569-B3EB-40A5-A25C-1574B3C0FAF6,-1,NA,2022-07-18 16:29:58
298,7583A4D1-E963-421A-A735-15E18F3FF345,-1,NA,
299,A3D11BA8-B564-4FFA-96E9-15E623FDD11D,1,NA,
300,BE14A71D-E001-4E3B-AD84-1610A283223B,0,NA,
301,DC35F6CF-8373-4425-864F-16112785BFB6,0,NA,
302,AD1276C5-5CA1-4255-A78D-161205CA1213,1,NA,
303,D9AFA244-944E-45AE-B15E-162550197781,-1,москва,2022-07-18 16:29:49
304,AA7915CD-EF40-4722-8DD7-16477E885533,-1,тверь,2022-07-18 16:29:47
305,CCB9E25E-0FEA-4A8A-97EC-1674AECDB58F,-1,NA,2022-07-18 16:29:49
306,7787D28D-5CCF-4C50-AA9A-167D57F54012,-1,волхов,2022-07-18 16:29:32
307,78F6A476-EDAB-41D5-BD64-168698A5AC68,0,NA,
308,45325B1B-5919-49E3-AFB9-16A2AD1516D4,0,NA,
309,9115B28D-129B-4116-8EBF-16A56E870D09,0,NA,
310,5715F811-FC82-4769-98B5-16A9E24F912C,0,NA,
311,F46105B3-1E7B-485B-9B6F-16D661186B26,0,NA,
312,3B5A1E46-8CC9-4780-ABC1-16E213577468,0,NA,
313,7822039D-EB34-4CEA-8D90-170267BD6677,0,NA,
314,692391BC-CC38-4D4F-BB0F-1716866FEF8C,0,NA,
315,A60480CF-4077-4345-BBFB-171B3157DF32,-1,лениногорск,
316,A2FB5C1B-C265-45C2-81AD-172602DD8B7F,-1,москва,2022-07-18 16:29:48
317,668758E1-DA8B-46AB-88F8-172994CA0F58,-1,NA,2022-07-18 16:29:50
318,E210E2F7-F435-45A3-85E1-1736CF4F8CC7,1,NA,2022-07-18 16:29:32
319,6B6AFADF-F896-47DD-BB8A-1740E75705CB,-1,самара,2022-07-18 16:29:49
320,7352B7F2-1BCE-4AD3-A71D-175FD46F4C8E,0,NA,
321,5047CFD4-F372-450C-B8A3-176125C14BF1,0,NA,
322,C1B893BD-C845-44CD-A8FD-177211A9FB9D,0,NA,
323,82A57258-4183-4801-9B9A-17980E638835,0,NA,
324,1289F8F5-AAF5-4AC0-8336-17AF71BDFEC7,0,NA,
325,56CD4744-2B82-40B1-B714-17B1F71EC7E3,-1,NA,2022-07-18 16:29:30
326,0842E234-8E70-40CF-8F22-17B5E25BEB2B,1,NA,2022-07-18 16:29:31
327,4992DCC1-96D3-41CA-AD10-17B8880AE64E,0,NA,
328,0BB3C8F1-70E3-4472-9355-17BBC1431664,0,NA,
329,615D8F06-C13D-4632-B6D7-17C0F6DF05D2,1,москва,
330,A6FD9545-9711-4D4B-869E-17C5B0380EF1,-1,NA,2022-07-18 23:57:47
331,094E2BA5-451B-4859-9C1E-17DB49730E4E,0,NA,
332,2CEC883C-120D-43E3-B390-181994528E66,-1,москва,2022-07-18 16:29:48
333,049949D3-774B-448C-8299-182FB68DA0F5,-1,NA,
334,1CD71D20-7DAB-4A54-9196-1835121C9D8B,-1,NA,2022-07-18 16:29:48
335,013B1FC5-0C11-4B4A-B28A-183DCC530A02,1,химки,2022-07-11 17:25:59
