iter	Passed	Remaining
182	151	1502
183	151	1496
184	152	1491
185	152	1487
186	153	1484
187	153	1481
188	154	1477
189	154	1474
190	155	1471
191	155	1467
192	156	1464
193	156	1460
194	157	1456
195	157	1453
196	158	1449
197	158	1445
198	159	1441
199	159	1437
200	160	1435
201	161	1435
202	161	1432
203	162	1428
204	162	1424
205	163	1421
206	163	1418
207	164	1415
208	164	1412
209	165	1410
210	166	1411
211	166	1408
212	167	1405
213	167	1401
214	168	1398
215	168	1395
216	169	1392
217	169	1388
218	170	1385
219	171	1385
220	171	1382
221	172	1378
222	172	1374
223	172	1370
224	173	1366
225	173	1362
226	173	1358
227	174	1353
228	174	1349
229	175	1346
230	175	1342
231	175	1339
232	176	1340
233	177	1336
234	177	1332
235	177	1329
236	178	1325
237	178	1322
238	179	1320
239	179	1318
240	180	1315
241	180	1312
242	181	1310
243	181	1307
244	182	1304
245	182	1301
246	182	1298
247	183	1295
248	183	1292
249	184	1290
250	184	1288
251	186	1292
252	186	1289
253	187	1288
254	188	1287
255	188	1284
256	189	1282
257	189	1280
258	190	1278
259	190	1276
260	191	1273
261	191	1271
262	192	1268
263	192	1266
264	192	1262
265	193	1260
266	193	1258
267	194	1254
268	194	1252
269	195	1251
270	196	1253
271	197	1252
272	197	1250
273	198	1248
274	198	1246
275	199	1244
276	199	1242
277	200	1239
278	200	1236
279	200	1233
280	201	1229
281	201	1227
282	201	1224
283	202	1222
284	202	1218
285	202	1216
286	203	1212
287	203	1211
288	204	1208
289	204	1206
290	204	1203
291	205	1202
292	205	1199
293	206	1196
294	206	1194
295	206	1191
296	207	1188
297	207	1186
298	207	1183
299	208	1180
300	208	1179
301	209	1179
302	210	1178
303	210	1176
304	211	1177
305	212	1174
306	212	1172
307	213	1170
308	213	1169
309	214	1167
310	214	1165
311	214	1163
312	215	1161
313	215	1159
314	216	1157
315	216	1154
316	217	1152
317	217	1150
318	217	1148
319	218	1146
320	218	1143
321	218	1141
322	219	1138
323	219	1136
324	219	1133
325	220	1131
326	220	1129
327	221	1127
328	221	1124
329	221	1122
330	222	1120
331	222	1118
332	222	1116
333	223	1114
334	223	1111
335	223	1109
336	224	1107
337	224	1105
338	225	1103
339	226	1104
340	226	1103
341	227	1102
342	227	1100
343	228	1099
344	228	1097
345	229	1096
346	229	1094
347	230	1093
348	231	1094
349	231	1092
350	232	1090
351	232	1089
352	233	1087
353	233	1086
354	233	1084
355	234	1082
356	234	1080
357	235	1079
358	235	1077
359	236	1075
360	236	1072
361	236	1070
362	236	1068
363	237	1066
364	237	1063
365	238	1062
366	238	1061
367	238	1059
368	239	1057
369	239	1056
370	240	1054
371	241	1055
372	241	1053
373	242	1052
374	242	1051
375	243	1050
376	243	1047
377	243	1046
378	244	1045
379	245	1045
380	245	1044
381	246	1042
382	247	1044
383	247	1042
384	248	1040
385	248	1038
386	248	1036
387	249	1035
388	249	1033
389	249	1031
390	250	1029
391	250	1027
392	250	1025
393	251	1024
394	251	1023
395	252	1022
396	252	1020
397	253	1018
398	253	1016
399	253	1015
400	254	1014
401	254	1012
402	255	1011
403	255	1009
404	256	1008
405	256	1007
406	256	1005
407	257	1006
408	258	1005
409	258	1003
410	259	1001
411	259	999
412	259	998
413	260	996
414	260	994
415	260	992
416	261	991
417	261	989
418	261	988
419	262	986
420	262	984
421	263	983
422	263	982
423	264	981
424	264	979
425	265	979
426	265	977
427	265	976
428	266	974
429	266	973
430	266	971
431	267	970
432	267	969
433	268	968
434	268	966
435	269	965
436	269	963
437	269	962
438	270	961
439	270	959
440	271	958
441	271	957
442	272	956
443	272	955
444	272	953
445	273	952
446	273	950
447	273	948
448	274	947
449	274	945
450	274	943
451	275	942
452	275	941
453	276	940
454	276	939
455	277	938
456	277	936
457	277	935
458	278	933
459	278	932
460	278	930
461	279	929
462	279	928
463	279	926
464	280	924
465	280	923
466	280	922
467	281	920
468	281	919
469	281	917
470	282	916
471	282	915
472	283	913
473	283	912
474	283	910
475	283	908
476	284	907
477	284	906
478	285	905
479	285	903
480	285	902
481	286	901
482	286	899
483	286	898
484	287	897
485	287	896
486	288	895
487	288	894
488	289	893
489	289	893
490	290	893
491	291	892
492	291	890
493	291	889
494	292	888
495	292	887
496	293	886
497	293	884
498	294	885
499	294	884
500	295	883
501	295	882
502	296	882
503	296	880
504	297	879
505	297	878
506	298	877
507	298	876
508	298	875
509	299	874
510	299	873
511	300	872
512	300	871
513	301	870
514	302	871
515	302	870
516	303	869
517	303	869
518	304	868
519	304	867
520	305	866
521	306	867
522	306	866
523	307	865
524	307	863
525	307	862
526	308	861
527	308	859
528	308	858
529	309	857
530	309	855
531	309	854
532	309	853
533	310	851
534	310	850
535	310	849
536	311	848
537	311	847
538	312	846
539	312	845
540	312	843
541	313	842
542	313	841
543	313	839
544	314	838
545	314	837
546	314	836
547	315	835
548	316	835
549	316	834
550	316	833
551	317	832
552	317	831
553	318	831
554	319	830
555	319	829
556	319	828
557	320	828
558	320	827
559	321	826
560	321	825
561	322	824
562	322	823
563	322	822
564	323	821
565	323	820
566	324	819
567	324	818
568	325	817
569	325	816
570	325	815
571	326	814
572	326	813
573	326	811
574	327	811
575	327	810
576	328	808
577	328	808
578	328	806
579	329	806
580	330	807
581	330	806
582	331	805
583	331	804
584	332	803
585	332	802
586	332	801
587	333	800
588	333	799
589	333	798
590	334	796
591	334	795
592	334	794
593	335	793
594	335	792
595	335	791
596	336	790
597	336	789
598	336	788
599	337	786
600	337	785
601	337	784
602	338	783
603	338	782
604	338	781
605	339	780
606	339	779
607	339	778
608	340	777
609	341	777
610	341	776
611	341	774
612	341	773
613	342	772
614	342	772
615	343	771
616	343	770
617	344	769
618	344	768
619	345	768
620	345	767
621	345	766
622	346	765
623	346	764
624	347	763
625	347	762
626	347	761
627	348	761
628	349	760
629	349	760
630	350	759
631	350	758
632	350	757
633	351	756
634	351	755
635	351	754
636	352	753
637	352	752
638	352	751
639	353	750
640	353	749
641	353	748
642	354	747
643	354	746
644	354	745
645	355	744
646	355	743
647	355	742
648	356	742
649	357	741
650	357	740
651	358	740
652	358	739
653	358	738
654	359	737
655	359	737
656	360	736
657	361	736
658	361	735
659	362	735
660	362	734
661	363	733
662	363	732
663	363	731
664	364	730
665	364	729
666	364	728
667	365	727
668	365	727
669	365	726
670	366	725
671	366	724
672	366	723
673	367	722
674	367	721
675	367	720
676	368	719
677	369	719
678	369	718
679	369	717
680	370	716
681	370	715
682	370	714
683	371	714
684	371	713
685	371	712
686	372	711
687	372	710
688	373	709
689	373	708
690	373	708
691	374	707
692	374	706
693	374	705
694	375	704
695	376	705
696	377	705
697	377	704
698	378	703
699	378	703
700	379	702
701	379	702
702	380	702
703	381	702
704	381	701
705	382	700
706	382	699
707	383	699
708	383	698
709	384	698
710	384	697
711	385	696
712	385	695
713	385	695
714	386	694
715	386	693
716	387	693
717	387	692
718	388	691
719	388	691
720	389	690
721	390	690
722	390	689
723	390	689
724	391	688
725	391	687
726	392	686
727	392	685
728	392	684
729	393	684
730	393	683
731	394	682
732	394	681
733	394	680
734	395	680
735	395	679
736	396	679
737	396	678
738	397	677
739	397	676
740	397	675
741	398	675
742	398	674
743	398	673
744	399	672
745	399	671
746	399	670
747	400	669
748	400	668
749	400	667
750	401	667
751	401	666
752	402	665
753	402	665
754	402	663
755	403	663
756	403	662
757	403	661
758	404	660
759	404	659
760	404	659
761	405	658
762	405	657
763	406	657
764	406	656
765	407	655
766	407	654
767	407	654
768	408	653
769	408	653
770	409	652
771	409	651
772	410	650
773	410	650
774	410	649
775	411	648
776	411	648
777	411	647
778	412	646
779	412	645
780	413	645
781	413	644
782	413	643
783	414	642
784	414	641
785	414	640
786	415	639
787	415	638
788	415	638
789	417	638
790	417	638
791	418	637
792	419	637
793	419	637
794	420	636
795	420	635
796	420	635
797	421	634
798	421	633
799	421	632
800	422	632
801	422	631
802	423	630
803	423	630
804	424	629
805	424	629
806	425	628
807	425	627
808	425	626
809	426	626
810	426	625
811	426	624
812	427	623
813	427	622
814	427	621
815	428	621
816	428	620
817	428	619
818	428	618
819	429	617
820	429	616
821	429	616
822	430	615
823	430	614
824	430	613
825	431	613
826	431	612
827	432	612
828	432	611
829	433	610
830	433	609
831	433	609
832	434	608
833	434	607
834	434	606
835	435	605
836	435	605
837	436	604
838	436	604
839	436	603
840	437	603
841	438	602
842	438	601
843	438	600
844	439	600
845	439	599
846	439	598
847	440	597
848	440	597
849	440	596
850	441	595
851	441	595
852	442	594
853	442	593
854	442	592
855	443	592
856	444	592
857	444	591
858	444	591
859	445	590
860	446	590
861	446	589
862	447	588
863	447	588
864	447	587
865	448	587
866	448	586
867	449	585
868	449	585
869	450	584
870	450	584
871	451	583
872	451	583
873	452	582
874	452	581
875	452	581
876	453	580
877	453	579
878	453	578
879	454	578
880	454	577
881	454	576
882	455	575
883	455	574
884	455	574
885	456	573
886	456	572
887	456	572
888	457	571
889	457	570
890	457	569
891	457	568
892	458	568
893	458	567
894	459	567
895	460	567
896	460	566
897	461	565
898	461	565
899	462	564
900	462	564
901	463	563
902	463	562
903	463	562
904	463	561
905	464	560
906	464	559
907	464	558
908	465	558
909	465	557
910	466	557
911	466	556
912	466	555
913	467	555
914	467	554
915	468	554
916	469	554
917	470	554
918	470	553
919	470	552
920	471	551
921	471	551
922	471	550
923	472	549
924	472	549
925	472	548
926	473	547
927	473	546
928	473	546
929	474	545
930	474	545
931	475	545
932	476	544
933	476	544
934	477	543
935	477	542
936	478	542
937	478	541
938	479	541
939	479	540
940	479	540
941	480	539
942	480	539
943	481	538
944	481	538
945	482	537
946	483	537
947	483	536
948	484	536
949	484	535
950	485	535
951	485	534
952	486	533
953	486	533
954	486	532
955	487	532
956	487	531
957	488	530
958	488	530
959	488	529
960	488	528
961	489	527
962	489	527
963	489	526
964	490	525
965	490	525
966	491	524
967	491	523
968	491	523
969	492	522
970	492	521
971	492	521
972	493	520
973	493	519
974	493	519
975	494	518
976	494	517
977	494	516
978	495	516
979	495	515
980	495	515
981	496	514
982	497	514
983	497	513
984	498	513
985	498	512
986	499	512
987	499	512
988	500	511
989	501	511
990	501	510
991	501	509
992	502	509
993	503	509
994	503	508
995	504	508
996	504	507
997	504	506
998	505	506
999	505	505
1000	505	504
1001	506	504
1002	507	504
1003	507	503
1004	508	503
1005	509	502
1006	509	502
1007	509	501
1008	510	501
1009	510	500
1010	511	500
1011	512	499
1012	513	500
1013	513	499
1014	514	498
1015	514	498
1016	514	497
1017	515	497
1018	515	496
1019	516	495
1020	516	495
1021	516	494
1022	517	493
1023	517	493
1024	517	492
1025	519	492
1026	519	492
1027	519	491
1028	520	490
1029	520	490
1030	520	489
1031	521	488
1032	521	488
1033	521	487
1034	522	486
1035	522	486
1036	523	485
1037	523	485
1038	523	484
1039	524	484
1040	525	483
1041	526	483
1042	526	483
1043	527	482
1044	528	482
1045	528	482
1046	529	481
1047	529	481
1048	530	480
1049	530	480
1050	530	479
1051	531	479
1052	531	478
1053	532	477
1054	532	477
1055	533	476
1056	533	475
1057	533	475
1058	534	474
1059	534	473
1060	534	473
1061	535	472
1062	535	471
1063	535	471
1064	536	470
1065	536	469
1066	536	469
1067	536	468
1068	537	467
1069	537	467
1070	538	466
1071	538	466
1072	539	465
1073	539	465
1074	540	464
1075	541	464
1076	541	464
1077	542	463
1078	542	463
1079	543	462
1080	543	462
1081	544	461
1082	545	461
1083	545	461
1084	545	460
1085	546	459
1086	546	459
1087	547	458
1088	547	458
1089	547	457
1090	548	456
1091	548	456
1092	548	455
1093	549	454
1094	549	454
1095	549	453
1096	550	452
1097	550	452
1098	550	451
1099	551	451
1100	551	450
1101	552	449
1102	552	449
1103	552	448
1104	552	447
1105	553	447
1106	553	446
1107	554	446
1108	555	446
1109	555	445
1110	556	445
1111	557	444
1112	557	444
1113	558	443
1114	558	443
1115	558	442
1116	559	442
1117	559	441
1118	560	440
1119	560	440
1120	561	440
1121	562	439
1122	562	439
1123	563	438
1124	563	438
1125	564	437
1126	565	437
1127	565	437
1128	566	437
1129	567	436
1130	567	436
1131	568	435
1132	568	435
1133	569	434
1134	569	433
1135	569	433
1136	570	432
1137	570	432
1138	571	432
1139	572	431
1140	572	431
1141	573	430
1142	573	430
1143	574	429
1144	574	428
1145	574	428
1146	575	427
1147	575	427
1148	575	426
1149	576	425
1150	576	425
1151	576	424
1152	577	423
1153	577	423
1154	578	423
1155	578	422
1156	579	422
1157	580	421
1158	580	421
1159	580	420
1160	580	419
1161	581	419
1162	581	418
1163	582	418
1164	582	417
1165	582	416
1166	583	416
1167	583	415
1168	584	415
1169	584	414
1170	585	414
1171	585	413
1172	586	413
1173	586	412
1174	587	412
1175	587	411
1176	588	411
1177	588	410
1178	588	410
1179	589	409
1180	590	409
1181	590	408
1182	590	408
1183	591	407
1184	591	407
1185	592	406
1186	592	405
1187	592	405
1188	593	404
1189	593	403
1190	593	403
1191	594	402
1192	594	402
1193	595	401
1194	595	401
1195	595	400
1196	596	399
1197	596	399
1198	597	398
1199	598	398
1200	598	398
1201	599	397
1202	599	397
1203	599	396
1204	600	395
1205	600	395
1206	600	394
1207	601	394
1208	601	393
1209	602	393
1210	602	392
1211	603	392
1212	603	391
1213	603	390
1214	603	390
1215	604	389
1216	604	388
1217	604	388
1218	605	387
1219	605	387
1220	606	386
1221	606	386
1222	606	385
1223	607	384
1224	607	384
1225	607	383
1226	608	383
1227	608	382
1228	608	381
1229	608	381
1230	609	380
1231	609	380
1232	609	379
1233	610	378
1234	610	378
1235	610	377
1236	611	376
1237	611	376
1238	611	375
1239	612	375
1240	612	374
1241	613	374
1242	613	373
1243	614	373
1244	614	372
1245	614	371
1246	615	371
1247	615	370
1248	615	370
1249	616	369
1250	616	369
1251	616	368
1252	617	368
1253	617	367
1254	618	366
1255	618	366
1256	618	365
1257	619	365
1258	619	364
1259	619	364
1260	620	363
1261	620	363
1262	621	362
1263	621	361
1264	621	361
1265	622	360
1266	622	360
1267	622	359
1268	623	358
1269	623	358
1270	623	357
1271	624	357
1272	624	356
1273	624	355
1274	624	355
1275	625	354
1276	625	354
1277	625	353
1278	626	352
1279	626	352
1280	626	351
1281	627	351
1282	627	350
1283	627	350
1284	628	349
1285	628	348
1286	628	348
1287	628	347
1288	629	347
1289	629	346
1290	629	345
1291	630	345
1292	630	344
1293	631	344
1294	631	343
1295	631	343
1296	632	342
1297	632	342
1298	632	341
1299	633	341
1300	633	340
1301	634	340
1302	634	339
1303	635	338
1304	635	338
1305	635	337
1306	636	337
1307	636	336
1308	636	336
1309	636	335
1310	637	334
1311	637	334
1312	638	333
1313	638	333
1314	638	332
1315	639	332
1316	639	331
1317	639	331
1318	640	330
1319	640	330
1320	641	329
1321	641	329
1322	642	328
1323	642	328
1324	643	327
1325	643	327
1326	644	326
1327	644	326
1328	644	325
1329	645	325
1330	645	324
1331	645	323
1332	646	323
1333	646	322
1334	646	322
1335	647	321
1336	647	321
1337	648	320
1338	648	320
1339	649	319
1340	650	319
1341	650	318
1342	650	318
1343	651	318
1344	652	317
1345	652	317
1346	652	316
1347	653	315
1348	653	315
1349	654	314
1350	654	314
1351	655	313
1352	655	313
1353	656	313
1354	656	312
1355	657	312
1356	657	311
1357	657	311
1358	658	310
1359	658	309
1360	658	309
1361	659	308
1362	659	308
1363	660	307
1364	660	307
1365	660	306
1366	661	306
1367	661	305
1368	661	305
1369	662	304
1370	662	304
1371	663	303
1372	663	302
1373	663	302
1374	664	301
1375	664	301
1376	665	300
1377	665	300
1378	666	299
1379	666	299
1380	666	298
1381	667	298
1382	667	297
1383	668	297
1384	668	296
1385	669	296
1386	669	295
1387	669	295
1388	670	294
1389	670	294
1390	671	293
1391	671	293
1392	671	292
1393	672	292
1394	672	291
1395	672	291
1396	672	290
1397	673	289
1398	674	289
1399	674	289
1400	675	288
1401	675	288
1402	675	287
1403	676	287
1404	676	286
1405	677	286
1406	677	285
1407	678	285
1408	678	284
1409	678	283
1410	678	283
1411	679	282
1412	679	282
1413	680	281
1414	680	281
1415	680	280
1416	681	280
1417	681	279
1418	681	279
1419	682	278
1420	682	278
1421	683	277
1422	683	277
1423	684	276
1424	684	276
1425	685	275
1426	685	275
1427	685	274
1428	686	274
1429	686	273
1430	686	273
1431	687	272
1432	687	271
1433	687	271
1434	688	270
1435	689	270
1436	689	270
1437	689	269
1438	690	269
1439	690	268
1440	690	268
1441	691	267
1442	692	267
1443	693	266
1444	693	266
1445	694	265
1446	694	265
1447	695	264
1448	695	264
1449	695	263
1450	696	263
1451	696	262
1452	696	262
1453	697	261
1454	697	261
1455	698	260
1456	698	260
1457	698	259
1458	699	259
1459	699	258
1460	700	258
1461	700	257
1462	700	257
1463	701	256
1464	701	256
1465	701	255
1466	702	255
1467	702	254
1468	702	254
1469	703	253
1470	703	252
1471	703	252
1472	704	251
1473	704	251
1474	705	250
1475	705	250
1476	706	250
1477	706	249
1478	706	249
1479	707	248
1480	707	248
1481	708	247
1482	708	247
1483	709	246
1484	709	246
1485	710	245
1486	710	245
1487	711	244
1488	712	244
1489	712	243
1490	713	243
1491	713	242
1492	713	242
1493	714	241
1494	714	241
1495	715	240
1496	715	240
1497	716	239
1498	716	239
1499	716	238
1500	717	238
1501	717	237
1502	717	237
1503	718	236
1504	718	236
1505	718	235
1506	719	235
1507	719	234
1508	719	234
1509	720	233
1510	720	233
1511	721	232
1512	721	232
1513	721	231
1514	722	231
1515	722	230
1516	723	230
1517	724	229
1518	724	229
1519	725	228
1520	725	228
1521	725	227
1522	726	227
1523	726	227
1524	727	226
1525	727	225
1526	727	225
1527	728	224
1528	728	224
1529	729	224
1530	729	223
1531	730	223
1532	730	222
1533	731	222
1534	731	221
1535	731	221
1536	732	220
1537	732	220
1538	733	219
1539	733	219
1540	734	218
1541	735	218
1542	736	218
1543	736	217
1544	736	217
1545	737	216
1546	737	216
1547	738	215
1548	738	215
1549	738	214
1550	739	213
1551	739	213
1552	739	212
1553	740	212
1554	740	211
1555	741	211
1556	742	211
1557	742	210
1558	743	210
1559	743	209
1560	744	209
1561	744	208
1562	745	208
1563	745	207
1564	746	207
1565	747	207
1566	747	206
1567	747	206
1568	748	205
1569	748	205
1570	749	204
1571	749	204
1572	750	203
1573	750	203
1574	750	202
1575	751	202
1576	751	201
1577	752	201
1578	752	200
1579	753	200
1580	753	199
1581	753	199
1582	754	198
1583	754	198
1584	755	197
1585	755	197
1586	755	196
1587	756	196
1588	756	195
1589	757	195
1590	757	194
1591	757	194
1592	758	193
1593	758	193
1594	759	192
1595	759	192
1596	759	191
1597	760	191
1598	760	190
1599	761	190
1600	761	189
1601	762	189
1602	762	188
1603	763	188
1604	763	187
1605	764	187
1606	764	186
1607	764	186
1608	765	186
1609	765	185
1610	766	184
1611	766	184
1612	767	184
1613	767	183
1614	767	183
1615	768	182
1616	768	182
1617	768	181
1618	769	181
1619	769	180
1620	770	180
1621	770	179
1622	771	179
1623	771	178
1624	771	178
1625	772	177
1626	772	177
1627	773	176
1628	773	176
1629	774	175
1630	774	175
1631	774	174
1632	774	174
1633	775	173
1634	775	173
1635	775	172
1636	775	172
1637	776	171
1638	776	171
1639	776	170
1640	776	169
1641	777	169
1642	777	168
1643	777	168
1644	777	167
1645	778	167
1646	778	166
1647	778	166
1648	779	165
1649	779	165
1650	779	164
1651	780	164
1652	780	163
1653	781	163
1654	781	162
1655	782	162
1656	782	162
1657	782	161
1658	783	160
1659	783	160
1660	783	159
1661	784	159
1662	784	158
1663	785	158
1664	785	158
1665	785	157
1666	786	157
1667	786	156
1668	787	156
1669	787	155
1670	787	155
1671	787	154
1672	788	154
1673	788	153
1674	789	153
1675	789	152
1676	789	152
1677	790	151
1678	791	151
1679	791	150
1680	791	150
1681	792	149
1682	792	149
1683	793	148
1684	793	148
1685	793	147
1686	793	147
1687	794	146
1688	794	146
1689	795	145
1690	795	145
1691	796	144
1692	796	144
1693	796	143
1694	797	143
1695	798	143
1696	798	142
1697	798	142
1698	799	141
1699	799	141
1700	799	140
1701	800	140
1702	800	139
1703	801	139
1704	801	138
1705	801	138
1706	802	137
1707	803	137
1708	803	136
1709	803	136
1710	804	135
1711	804	135
1712	804	134
1713	804	134
1714	805	133
1715	805	133
1716	806	132
1717	806	132
1718	807	131
1719	807	131
1720	808	130
1721	808	130
1722	808	130
1723	809	129
1724	809	129
1725	810	128
1726	810	128
1727	811	127
1728	811	127
1729	811	126
1730	812	126
1731	813	125
1732	813	125
1733	814	124
1734	814	124
1735	815	123
1736	815	123
1737	816	123
1738	817	122
1739	817	122
1740	818	121
1741	818	121
1742	819	120
1743	819	120
1744	819	119
1745	820	119
1746	820	118
1747	821	118
1748	821	117
1749	822	117
1750	822	116
1751	823	116
1752	823	116
1753	823	115
1754	824	115
1755	824	114
1756	824	114
1757	825	113
1758	825	113
1759	826	112
1760	826	112
1761	827	111
1762	827	111
1763	828	110
1764	828	110
1765	828	109
1766	829	109
1767	829	108
1768	829	108
1769	830	107
1770	830	107
1771	831	106
1772	831	106
1773	831	105
1774	832	105
1775	832	105
1776	832	104
1777	833	104
1778	833	103
1779	833	103
1780	833	102
1781	834	102
1782	834	101
1783	834	101
1784	835	100
1785	835	100
1786	835	99
1787	835	99
1788	836	98
1789	836	98
1790	836	97
1791	837	97
1792	837	96
1793	838	96
1794	838	95
1795	838	95
1796	839	94
1797	839	94
1798	839	93
1799	840	93
1800	840	92
1801	841	92
1802	841	91
1803	842	91
1804	842	91
1805	843	90
1806	843	90
1807	844	89
1808	844	89
1809	845	88
1810	845	88
1811	846	87
1812	846	87
1813	847	86
1814	847	86
1815	848	85
1816	848	85
1817	849	84
1818	849	84
1819	850	84
1820	850	83
1821	850	83
1822	851	82
1823	851	82
1824	851	81
1825	853	81
1826	853	80
1827	853	80
1828	854	79
1829	854	79
1830	854	78
1831	854	78
1832	855	77
1833	855	77
1834	855	76
1835	855	76
1836	856	75
1837	856	75
1838	856	75
1839	857	74
1840	858	74
1841	858	73
1842	858	73
1843	859	72
1844	859	72
1845	860	71
1846	860	71
1847	861	70
1848	861	70
1849	861	69
1850	862	69
1851	862	68
1852	863	68
1853	863	67
1854	863	67
1855	864	67
1856	864	66
1857	864	66
1858	865	65
1859	865	65
1860	865	64
1861	866	64
1862	866	63
1863	867	63
1864	867	62
1865	867	62
1866	868	61
1867	868	61
1868	868	60
1869	868	60
1870	869	59
1871	869	59
1872	870	59
1873	870	58
1874	870	58
1875	871	57
1876	871	57
1877	871	56
1878	872	56
1879	872	55
1880	873	55
1881	873	54
1882	873	54
1883	874	53
1884	874	53
1885	875	52
1886	875	52
1887	875	51
1888	876	51
1889	876	51
1890	876	50
1891	877	50
1892	877	49
1893	878	49
1894	879	48
1895	879	48
1896	879	47
1897	881	47
1898	881	46
1899	881	46
1900	882	45
1901	882	45
1902	883	45
1903	883	44
1904	883	44
1905	884	43
1906	884	43
1907	884	42
1908	885	42
1909	885	41
1910	885	41
1911	886	40
1912	886	40
1913	887	39
1914	887	39
1915	888	38
1916	888	38
1917	889	38
1918	889	37
1919	890	37
1920	890	36
1921	891	36
1922	891	35
1923	891	35
1924	892	34
1925	893	34
1926	893	33
1927	893	33
1928	894	32
1929	895	32
1930	895	32
1931	896	31
1932	896	31
1933	897	30
1934	897	30
1935	898	29
1936	898	29
1937	898	28
1938	899	28
1939	899	27
1940	900	27
1941	900	26
1942	900	26
1943	901	25
1944	901	25
1945	901	25
1946	902	24
1947	902	24
1948	902	23
1949	903	23
1950	903	22
1951	904	22
1952	904	21
1953	905	21
1954	905	20
1955	905	20
1956	906	19
1957	906	19
1958	906	18
1959	907	18
1960	907	18
1961	907	17
1962	908	17
1963	908	16
1964	908	16
1965	909	15
1966	909	15
1967	909	14
1968	913	14
1969	950	14
1970	951	14
1971	952	13
1972	953	13
1973	954	12
1974	955	12
1975	955	11
1976	955	11
1977	956	10
1978	956	10
1979	956	9
1980	956	9
1981	957	8
1982	957	8
1983	958	7
1984	958	7
1985	959	6
1986	960	6
1987	960	5
1988	960	5
1989	961	4
1990	961	4
1991	962	3
1992	962	3
1993	963	2
1994	963	2
1995	963	1
1996	964	1
1997	964	0
1998	964	0
1999	965	0
