iter	RMSE
254	31515.49308
255	31514.74749
256	31513.55619
257	31513.5199
258	31469.9613
259	31465.38706
260	31464.93621
261	31448.77039
262	31448.19656
263	31416.03719
264	31415.97284
265	31415.55911
266	31415.07524
267	31413.8469
268	31412.56278
269	31412.16994
270	31407.44302
271	31400.1332
272	31388.45617
273	31374.20553
274	31372.93574
275	31371.41892
276	31370.05515
277	31369.80251
278	31280.35564
279	31280.12879
280	31280.06588
281	31279.59035
282	31274.81212
283	31274.76494
284	31274.71867
285	31274.68009
286	31274.30427
287	31274.2358
288	31273.39283
289	31262.93106
290	31262.87726
291	31051.05946
292	31050.98215
293	31028.66231
294	31028.25061
295	31009.7484
296	30999.58735
297	30998.24394
298	30998.01732
299	30997.19619
300	30997.15663
301	30997.09533
302	30996.95745
303	30990.88275
304	30989.76065
305	30976.29068
306	30960.8887
307	30870.54868
308	30870.0468
309	30868.95902
310	30868.781
311	30867.49861
312	30866.43122
313	30865.18831
314	30864.16099
315	30855.08936
316	30854.62432
317	30798.90227
318	30798.50156
319	30712.52309
320	30712.50109
321	30711.83494
322	30711.78134
323	30710.16778
324	30652.64785
325	30652.27985
326	30562.90568
327	30561.92551
328	30561.88019
329	30560.69139
330	30475.2323
331	30470.09391
332	30468.92874
333	30460.18153
334	30460.13174
335	30459.78578
336	30458.79287
337	30457.66932
338	30441.34844
339	30440.23792
340	30439.14928
341	30439.11937
342	30438.78156
343	30357.37903
344	30356.45409
345	30278.67546
346	30277.76487
347	30203.43429
348	30202.3914
349	30149.52568
350	30148.43066
351	30077.67389
352	30077.36785
353	30077.07874
354	30076.19843
355	30075.33355
356	30025.32723
357	30025.03712
358	29957.66463
359	29957.56786
360	29957.29289
361	29957.03305
362	29956.99458
363	29952.74588
364	29948.79976
365	29884.45494
366	29884.45211
367	29823.02459
368	29822.68878
369	29822.631
370	29822.35722
371	29822.30718
372	29822.04243
373	29821.80817
374	29820.4212
375	29820.16141
376	29819.31041
377	29819.3079
378	29760.64844
379	29760.64465
380	29759.80781
381	29758.97384
382	29758.97163
383	29758.91552
384	29758.59553
385	29758.35459
386	29757.55436
387	29657.80098
388	29657.2306
389	29656.4443
390	29656.14644
391	29655.51721
392	29655.51527
393	29599.88398
394	29504.03031
395	29503.51269
396	29503.27568
397	29503.25894
398	29503.00488
399	29410.5413
400	29410.47437
401	29409.91007
402	29407.29939
403	29407.0469
404	29406.82413
405	29317.62514
406	29316.84381
407	29316.0783
408	29264.29259
409	29178.62806
410	29096.04674
411	29095.11005
412	29087.37493
413	29087.14944
414	29038.64206
415	28959.41029
416	28959.21152
417	28958.34691
418	28957.79945
419	28944.66491
420	28944.6071
421	28944.55291
422	28944.50212
423	28936.71767
424	28936.66847
425	28936.62235
426	28936.57911
427	28924.26756
428	28924.22612
429	28878.53389
430	28791.99337
431	28748.69756
432	28748.37298
433	28748.33683
434	28673.23869
435	28672.41062
436	28672.37764
437	28600.41332
438	28599.12238
439	28598.90007
440	28598.85754
441	28598.65944
442	28598.2101
443	28597.39191
444	28597.35644
445	28597.14556
446	28597.0959
447	28585.78784
448	28585.75341
449	28585.56022
450	28584.75755
451	28582.69041
452	28581.90491
453	28581.19171
454	28581.1618
455	28580.46299
456	28508.39816
457	28468.0944
458	28466.79562
459	28465.82381
460	28465.08432
461	28464.3679
462	28464.23704
463	28462.3398
464	28460.54898
465	28453.81399
466	28453.6319
467	28452.92113
468	28452.22222
469	28413.88009
470	28413.24258
471	28334.70394
472	28266.33045
473	28266.16122
474	28265.86014
475	28265.83495
476	28265.70938
477	28265.31098
478	28254.85234
479	28254.71867
480	28254.52052
481	28218.56805
482	28130.81684
483	28130.62403
484	28130.31434
485	28120.63333
486	28120.43874
487	28119.76568
488	28110.69199
489	28110.50661
490	28104.47494
491	28104.29895
492	28103.89995
493	28103.61552
494	28103.34471
495	28102.69975
496	28102.06889
497	28101.89138
498	28101.63965
499	28101.01374
500	28100.84441
501	28100.4711
502	28100.34526
503	28099.73279
504	28099.24576
505	28085.00804
506	28084.5777
507	28050.79247
508	28046.68254
509	28044.71936
510	28044.14191
511	28038.60932
512	28034.78137
513	28033.27688
514	28033.16894
515	28029.81313
516	28029.67693
517	28029.53675
518	28029.07681
519	28029.05493
520	28025.90874
521	28025.88775
522	28017.35537
523	28016.78325
524	28016.34565
525	28016.07005
526	28015.9176
527	28015.66023
528	28015.64025
529	28015.51065
530	27983.20578
531	27982.96947
532	27982.74873
533	27982.72878
534	27982.52229
535	27971.48003
536	27958.2795
537	27958.13516
538	27958.00673
539	27957.98728
540	27957.96907
541	27950.03172
542	27949.85334
543	27949.69877
544	27944.64956
545	27944.53146
546	27944.51383
547	27944.37144
548	27934.05305
549	27933.87315
550	27933.70511
551	27933.68776
552	27932.96677
553	27932.83328
554	27932.26979
555	27901.629
556	27901.61214
557	27901.59635
558	27901.4389
559	27894.04926
560	27893.9145
561	27893.77869
562	27893.22742
563	27893.10366
564	27892.3826
565	27891.84554
566	27891.69799
567	27888.73985
568	27888.72439
569	27888.19888
570	27887.02617
571	27886.88878
572	27886.20109
573	27856.90327
574	27856.37332
575	27856.24499
576	27856.12277
577	27856.10754
578	27855.41684
579	27854.8975
580	27845.31605
581	27845.30165
582	27845.18166
583	27845.0664
584	27845.05257
585	27844.39071
586	27844.23643
587	27841.46412
588	27841.31817
589	27841.20589
590	27841.18501
591	27841.06933
592	27840.76087
593	27840.74802
594	27840.72833
595	27840.70767
596	27840.5959
597	27840.57604
598	27840.5639
599	27840.04851
600	27839.5671
601	27839.54736
602	27825.13116
603	27825.11981
604	27824.48977
605	27824.36697
606	27823.91496
607	27823.90414
608	27823.48186
609	27822.8568
610	27822.68585
611	27821.60254
612	27821.58179
613	27821.57182
614	27821.55176
615	27821.54243
616	27821.52304
617	27821.2163
618	27821.19772
619	27821.17973
620	27821.13986
621	27820.53518
622	27820.51795
623	27820.456
624	27820.16899
625	27820.16051
626	27819.94905
627	27819.54487
628	27818.95846
629	27818.95058
630	27815.57642
631	27814.96144
632	27814.79941
633	27814.52569
634	27814.39476
635	27814.27192
636	27814.16732
637	27814.16026
638	27814.0542
639	27813.95514
640	27813.86261
641	27813.80671
642	27813.42983
643	27800.10273
644	27799.75324
645	27799.74617
646	27797.15545
647	27796.83226
648	27796.7452
649	27796.44305
650	27796.29591
651	27796.28859
652	27796.2068
653	27795.61588
654	27795.6089
655	27795.482
656	27794.91866
657	27794.77984
658	27794.77321
659	27794.64088
660	27794.54568
661	27794.34246
662	27794.20391
663	27794.10383
664	27781.58861
665	27781.58232
666	27769.57158
667	27769.4988
668	27769.35944
669	27769.26189
670	27769.24002
671	27769.10883
672	27769.10277
673	27769.09707
674	27769.03017
675	27757.28848
676	27756.749
677	27756.68653
678	27756.66836
679	27756.66285
680	27756.37391
681	27755.85799
682	27755.85275
683	27755.75763
684	27755.26483
685	27755.25985
686	27755.25518
687	27755.17863
688	27754.90666
689	27754.43544
690	27754.43092
691	27743.17037
692	27736.35868
693	27736.35426
694	27735.78014
695	27729.39769
696	27728.10807
697	27728.04852
698	27717.05149
699	27714.60323
700	27714.046
701	27713.99004
702	27713.92507
703	27713.78998
704	27713.6893
705	27713.59508
706	27713.14565
707	27713.09586
708	27713.0366
709	27712.95101
710	27712.52166
711	27712.51721
712	27711.2018
713	27710.79132
714	27710.70245
715	27710.69859
716	27710.69496
717	27710.69155
718	27710.68833
719	27710.68531
720	27708.38276
721	27708.37966
722	27706.22196
723	27684.12729
724	27684.0839
725	27683.96441
726	27683.96109
727	27683.92038
728	27683.7936
729	27683.79043
730	27683.71634
731	27678.73447
732	27678.73147
733	27678.33501
734	27678.33213
735	27667.80584
736	27657.48311
737	27657.31959
738	27657.31697
739	27657.28217
740	27656.8875
741	27656.88498
742	27656.88261
743	27656.85003
744	27656.82954
745	27656.45247
746	27655.91521
747	27655.89528
748	27655.52258
749	27645.65238
750	27645.26301
751	27645.19689
752	27645.16817
753	27645.14417
754	27645.11737
755	27644.08286
756	27640.41194
757	27640.26379
758	27639.90648
759	27638.6105
760	27638.58614
761	27638.24889
762	27638.19487
763	27632.19972
764	27626.00687
765	27625.89508
766	27624.64184
767	27624.31891
768	27619.6384
769	27610.45017
770	27610.34546
771	27588.66678
772	27588.22724
773	27588.12097
774	27588.09932
775	27587.81037
776	27583.40638
777	27583.38751
778	27583.36535
779	27577.72286
780	27577.70224
781	27577.68333
782	27577.66566
783	27577.62951
784	27577.58141
785	27557.11808
786	27556.94569
787	27556.94303
788	27556.83345
789	27556.71461
790	27556.61145
791	27475.86862
792	27467.37046
793	27461.20164
794	27460.76716
795	27460.42773
796	27460.42486
797	27460.11382
798	27381.94408
799	27381.92971
800	27381.91629
801	27381.87015
802	27381.858
803	27381.81507
804	27381.804
805	27381.80113
806	27381.78313
807	27370.59393
808	27370.50023
809	27370.49024
810	27370.44708
811	27370.4444
812	27370.43494
813	27370.41914
814	27350.63743
815	27350.59463
816	27350.48403
817	27350.30614
818	27350.3033
819	27350.13558
820	27350.12701
821	27350.12425
822	27350.08352
823	27350.06952
824	27349.73251
825	27349.43738
826	27349.42935
827	27349.42665
828	27349.14457
829	27349.12123
830	27349.1139
831	27348.79559
832	27348.79292
833	27340.92756
834	27340.89091
835	27340.62004
836	27340.61748
837	27340.45369
838	27340.44673
839	27339.91857
840	27339.42476
841	27339.31965
842	27338.85773
843	27337.23401
844	27337.23117
845	27336.90575
846	27336.8664
847	27336.86077
848	27336.70993
849	27336.7072
850	27336.62394
851	27336.62136
852	27336.18965
853	27336.18715
854	27336.07227
855	27336.03494
856	27335.63079
857	27335.3683
858	27335.35639
859	27327.97903
860	27324.56528
861	27324.45408
862	27324.44896
863	27324.2907
864	27324.18125
865	27322.65271
866	27302.74004
867	27302.44651
868	27302.42303
869	27302.3864
870	27302.38172
871	27302.37916
872	27302.27289
873	27302.23841
874	27302.224
875	27302.21938
876	27300.61406
877	27300.24653
878	27299.90285
879	27299.86916
880	27299.58271
881	27299.38621
882	27298.95489
883	27298.95033
884	27298.94769
885	27298.92213
886	27298.49696
887	27291.58704
888	27291.58279
889	27291.16678
890	27291.16269
891	27291.06674
892	27290.74369
893	27290.44158
894	27290.41789
895	27290.00896
896	27289.72569
897	27289.71154
898	27289.68947
899	27289.43984
900	27289.31894
901	27289.0543
902	27289.05164
903	27289.03086
904	27289.02838
905	27289.02493
906	27288.99204
907	27288.74405
908	27288.65107
909	27288.64872
910	27275.99636
911	27275.74132
912	27264.62335
913	27264.61954
914	27263.93791
915	27253.50342
916	27252.84668
917	27235.18645
918	27234.65798
919	27234.40282
920	27234.08848
921	27233.51654
922	27228.54319
923	27228.52605
924	27225.29318
925	27225.20329
926	27225.168
927	27224.93206
928	27224.84658
929	27221.10406
930	27220.85815
931	27220.85414
932	27220.82062
933	27220.40896
934	27219.95925
935	27219.9557
936	27219.55289
937	27218.94663
938	27218.94319
939	27218.94043
940	27218.54617
941	27218.54358
942	27218.54112
943	27218.1582
944	27218.1548
945	27218.12293
946	27215.91096
947	27215.40082
948	27215.39728
949	27215.36673
950	27203.90066
951	27202.44169
952	27202.43846
953	27202.40816
954	27202.32964
955	27202.07049
956	27201.89763
957	27201.82283
958	27201.82003
959	27197.30124
960	27197.2983
961	27197.26918
962	27195.90573
963	27194.45969
964	27194.37492
965	27194.21278
966	27194.20986
967	27194.2069
968	27194.17867
969	27192.90195
970	27192.88518
971	27192.48519
972	27192.48243
973	27192.47942
974	27192.26658
975	27192.26378
976	27192.18177
977	27191.81052
978	27191.78336
979	27190.5873
980	27189.46889
981	27187.3837
982	27187.15966
983	27187.15665
984	27186.94557
985	27186.8664
986	27186.71247
987	27186.63737
988	27185.27752
989	27185.07515
990	27184.8844
991	27184.88131
992	27184.7014
993	27184.53173
994	27184.46023
995	27184.43405
996	27184.35409
997	27183.27848
998	27183.13429
999	27183.13116
1000	27182.95994
1001	27182.94788
1002	27182.78685
1003	27182.76181
1004	27181.92124
1005	27181.84029
1006	27180.82145
1007	27180.4443
1008	27180.0955
1009	27180.09218
1010	27180.08904
1011	27179.27546
1012	27179.1978
1013	27179.19472
1014	27179.05853
1015	27179.05541
1016	27179.05249
1017	27179.04952
1018	27178.09962
1019	27161.78315
1020	27161.71085
1021	27160.81823
1022	27160.68984
1023	27160.66238
1024	27160.54229
1025	27160.36442
1026	27160.11958
1027	27159.94791
1028	27159.55638
1029	27159.48779
1030	27159.48515
1031	27159.42929
1032	27159.26343
1033	27159.16087
1034	27159.00067
1035	27158.88792
1036	27148.40792
1037	27148.25156
1038	27148.24923
1039	27133.20602
1040	27132.36585
1041	27132.36364
1042	27132.33057
1043	27131.94933
1044	27131.94693
1045	27131.16175
1046	27129.21632
1047	27128.89624
1048	27128.57948
1049	27128.5756
1050	27128.46889
1051	27127.73116
1052	27125.86468
1053	27125.7935
1054	27125.41204
1055	27125.05493
1056	27124.35943
1057	27124.0558
1058	27122.3342
1059	27122.23314
1060	27122.23101
1061	27121.57456
1062	27121.53786
1063	27119.89549
1064	27119.81637
1065	27119.51647
1066	27119.514
1067	27109.91418
1068	27109.90951
1069	27109.28481
1070	27109.21267
1071	27109.13848
1072	27108.63709
1073	27108.63472
1074	27108.604
1075	27108.60144
1076	27107.81128
1077	27107.22536
1078	27107.13118
1079	27106.89288
1080	27105.30039
1081	27105.27182
1082	27105.21212
1083	27105.11614
1084	27105.11305
1085	27105.11016
1086	27105.01817
1087	27104.46276
1088	27104.17365
1089	27102.76964
1090	27102.0187
1091	27101.73689
1092	27101.21993
1093	27101.16467
1094	27101.15988
1095	27101.06995
1096	27087.0237
1097	27086.55184
1098	27086.06384
1099	27084.67095
1100	27084.61838
1101	27083.05729
1102	27083.05267
1103	27083.0487
1104	27082.90705
1105	27082.90374
1106	27081.83197
1107	27081.47051
1108	27081.46747
1109	27081.39979
1110	27081.39496
1111	27081.27956
1112	27080.96846
1113	27080.96593
1114	27080.93796
1115	27008.42586
1116	27008.22513
1117	27008.08956
1118	26937.84817
1119	26937.139
1120	26937.03142
1121	26937.02665
1122	26936.92356
1123	26936.91873
1124	26936.89623
1125	26936.89127
1126	26936.76688
1127	26936.30943
1128	26927.92999
1129	26927.90618
1130	26860.07318
1131	26859.49482
1132	26859.39138
1133	26859.38539
1134	26851.69922
1135	26851.69352
1136	26851.58613
1137	26851.30875
1138	26851.30384
1139	26851.23793
1140	26851.13139
1141	26839.2215
1142	26839.19711
1143	26839.19152
1144	26839.18597
1145	26836.36457
1146	26832.54456
1147	26832.53909
1148	26832.19963
1149	26831.52659
1150	26831.50311
1151	26766.33869
1152	26766.25079
1153	26766.13965
1154	26766.1344
1155	26765.69286
1156	26765.58867
1157	26702.47898
1158	26702.47388
1159	26641.35531
1160	26641.28459
1161	26639.69594
1162	26639.60026
1163	26635.9568
1164	26576.76721
1165	26576.36977
1166	26576.34872
1167	26576.0638
1168	26573.41247
1169	26571.55434
1170	26570.92114
1171	26570.64133
1172	26568.86149
1173	26568.60486
1174	26568.51008
1175	26568.50259
1176	26568.4142
1177	26564.98869
1178	26564.88511
1179	26563.4153
1180	26563.03033
1181	26563.0243
1182	26561.34211
1183	26561.33657
1184	26561.32681
1185	26559.9458
1186	26559.32068
1187	26558.00525
1188	26557.75173
1189	26557.74573
1190	26557.57143
1191	26557.55272
1192	26557.54706
1193	26557.5411
1194	26556.93359
1195	26556.1513
1196	26555.57984
1197	26555.3329
1198	26555.32784
1199	26555.2531
1200	26554.36343
1201	26552.82443
1202	26552.80646
1203	26552.63611
1204	26542.20613
1205	26542.04253
1206	26541.94209
1207	26540.69837
1208	26539.51385
1209	26536.29275
1210	26536.12815
1211	26535.91842
1212	26535.65896
1213	26533.0406
1214	26532.94594
1215	26532.70318
1216	26532.46595
1217	26532.23651
1218	26532.23356
1219	26532.2308
1220	26532.2249
1221	26531.6784
1222	26531.10449
1223	26531.09859
1224	26528.01095
1225	26526.55216
1226	26525.15376
1227	26523.81303
1228	26522.72277
1229	26521.68337
1230	26519.84407
1231	26518.85346
1232	26518.80094
1233	26518.2529
1234	26518.09925
1235	26516.85362
1236	26516.62256
1237	26516.57371
1238	26516.34721
1239	26515.15393
1240	26458.06928
1241	26458.02348
1242	26457.80063
1243	26457.79657
1244	26457.70937
1245	26456.56294
1246	26401.2878
1247	26400.18388
1248	26399.27971
1249	26399.18931
1250	26399.18547
1251	26399.16733
1252	26345.64408
1253	26345.63971
1254	26345.62954
1255	26341.62935
1256	26340.84826
1257	26339.77124
1258	26339.73085
1259	26339.26101
1260	26339.25471
1261	26339.10736
1262	26335.3582
1263	26334.32973
1264	26332.2391
1265	26332.23018
1266	26332.2241
1267	26331.80218
1268	26331.79597
1269	26331.58532
1270	26329.62129
1271	26328.67014
1272	26328.45377
1273	26328.44748
1274	26327.92496
1275	26327.91702
1276	26327.79243
1277	26327.40203
1278	26327.39557
1279	26327.38231
1280	26327.26277
1281	26327.2565
1282	26327.1428
1283	26326.93549
1284	26325.88099
1285	26325.77352
1286	26323.43091
1287	26323.23123
1288	26320.67271
1289	26320.66723
1290	26320.58214
1291	26320.19559
1292	26320.16787
1293	26319.96692
1294	26317.32307
1295	26317.22275
1296	26317.21823
1297	26316.9973
1298	26316.89775
1299	26316.8935
1300	26316.51566
1301	26316.20343
1302	26315.90812
1303	26315.90095
1304	26315.88754
1305	26315.88046
1306	26315.8735
1307	26315.79379
1308	26315.58132
1309	26315.56491
1310	26315.5598
1311	26315.55279
1312	26313.25312
1313	26313.23767
1314	26313.03581
1315	26310.782
1316	26310.77373
1317	26310.70139
1318	26310.34266
1319	26310.31084
1320	26310.21702
1321	26305.34691
1322	26304.19123
1323	26304.00419
1324	26303.94085
1325	26303.87569
1326	26303.86956
1327	26303.86499
1328	26303.86071
1329	26303.77908
1330	26303.70256
1331	26299.09577
1332	26297.90696
1333	26297.84154
1334	26297.39267
1335	26296.54559
1336	26296.33916
1337	26296.01011
1338	26295.99476
1339	26295.92325
1340	26295.84433
1341	26295.32925
1342	26294.63561
1343	26294.62926
1344	26294.55346
1345	26294.25213
1346	26294.17739
1347	26294.17312
1348	26294.16911
1349	26294.10081
1350	26294.05697
1351	26242.2712
1352	26241.97499
1353	26241.90194
1354	26241.87941
1355	26239.44523
1356	26238.80127
1357	26188.66061
1358	26188.47516
1359	26188.29474
1360	26185.29186
1361	26136.7638
1362	26136.58349
1363	26136.57762
1364	26134.70128
1365	26134.69561
1366	26132.24373
1367	26131.11268
1368	26130.17593
1369	26129.82512
1370	26129.81054
1371	26129.43293
1372	26129.42946
1373	26129.31521
1374	26128.7632
1375	26124.42247
1376	26123.90221
1377	26119.80588
1378	26119.11185
1379	26118.46065
1380	26117.84962
1381	26117.58042
1382	26117.55061
1383	26117.4353
1384	26116.95023
1385	26116.14845
1386	26069.15978
1387	26069.15463
1388	26068.70956
1389	26068.41253
1390	26068.40773
1391	26062.73439
1392	26062.62889
1393	26062.45904
1394	26062.40044
1395	26062.30435
1396	26057.25284
1397	26057.23009
1398	26057.1005
1399	26057.09586
1400	26054.91027
1401	26054.48322
1402	26050.67124
1403	26050.12838
1404	26004.88593
1405	26004.83207
1406	26002.82189
1407	26002.77341
1408	26002.61627
1409	26002.42396
1410	26000.74531
1411	26000.62206
1412	26000.53298
1413	26000.04271
1414	26000.03823
1415	26000.03445
1416	26000.0309
1417	25999.9009
1418	25999.49933
1419	25955.66869
1420	25955.26321
1421	25955.24983
1422	25955.23017
1423	25912.80687
1424	25871.74972
1425	25871.36944
1426	25871.21666
1427	25871.06876
1428	25831.33214
1429	25831.32738
1430	25831.28084
1431	25831.14736
1432	25830.08127
1433	25829.93414
1434	25829.85424
1435	25829.41164
1436	25829.27554
1437	25829.20211
1438	25829.15673
1439	25828.34088
1440	25827.19515
1441	25818.74232
1442	25818.70722
1443	25815.97359
1444	25815.90468
1445	25815.82484
1446	25815.68537
1447	25812.59671
1448	25812.16927
1449	25811.77327
1450	25811.57479
1451	25809.29589
1452	25809.22912
1453	25804.35963
1454	25804.08224
1455	25803.70411
1456	25803.69766
1457	25803.33654
1458	25802.99151
1459	25802.71553
1460	25798.99988
1461	25760.28167
1462	25760.2536
1463	25759.92268
1464	25759.86043
1465	25759.80077
1466	25759.79461
1467	25758.42643
1468	25720.95873
1469	25720.78629
1470	25720.78022
1471	25720.75441
1472	25720.73012
1473	25720.7218
1474	25720.19685
1475	25720.05511
1476	25719.99953
1477	25715.40263
1478	25712.55341
1479	25702.45159
1480	25702.40427
1481	25701.91141
1482	25698.58456
1483	25691.5124
1484	25691.50138
1485	25691.49107
1486	25691.46862
1487	25691.4475
1488	25691.39417
1489	25691.25746
1490	25691.20619
1491	25688.70411
1492	25688.57312
1493	25688.52848
1494	25688.3049
1495	25688.17119
1496	25688.03122
1497	25688.027
1498	25685.66218
1499	25682.75347
1500	25682.72999
1501	25679.98864
1502	25679.8797
1503	25679.77433
1504	25679.77029
1505	25679.72844
1506	25679.7188
1507	25679.66788
1508	25679.54205
1509	25676.95963
1510	25676.83433
1511	25676.60603
1512	25640.46577
1513	25640.09948
1514	25605.12817
1515	25602.69131
1516	25602.61174
1517	25601.87159
1518	25601.2479
1519	25601.2374
1520	25601.11786
1521	25600.88751
1522	25600.84749
1523	25599.81289
1524	25599.14626
1525	25599.10743
1526	25598.85599
1527	25598.80795
1528	25598.70549
1529	25589.4369
1530	25587.32413
1531	25587.22143
1532	25586.98964
1533	25586.97392
1534	25586.93704
1535	25585.91403
1536	25585.69416
1537	25585.37059
1538	25585.28766
1539	25585.27268
1540	25581.1145
1541	25581.02592
1542	25581.01318
1543	25580.97661
1544	25580.95545
1545	25580.92735
1546	25580.90165
1547	25580.27876
1548	25571.46136
1549	25568.38341
1550	25568.34442
1551	25568.29893
1552	25568.09859
1553	25568.07852
1554	25567.49807
1555	25567.33476
1556	25567.28612
1557	25564.40209
1558	25564.36637
1559	25555.53347
1560	25555.50017
1561	25555.2531
1562	25552.78467
1563	25552.29317
1564	25549.35468
1565	25549.2188
1566	25549.18567
1567	25548.73811
1568	25548.60792
1569	25548.44455
1570	25548.36623
1571	25548.33584
1572	25548.31716
1573	25547.41121
1574	25547.38031
1575	25547.30096
1576	25546.88781
1577	25544.70686
1578	25544.55089
1579	25542.49602
1580	25541.58378
1581	25541.5398
1582	25539.60323
1583	25539.19601
1584	25539.16855
1585	25538.98836
1586	25532.54087
1587	25532.51276
1588	25532.41447
1589	25532.37198
1590	25532.07058
1591	25532.04095
1592	25531.9903
1593	25531.70856
1594	25528.85503
1595	25528.57952
1596	25525.8627
1597	25523.2674
1598	25523.2279
1599	25521.95068
1600	25521.90454
1601	25521.8831
1602	25521.84508
1603	25520.65022
1604	25520.61359
1605	25520.57831
1606	25520.48746
1607	25520.43862
1608	25517.95848
1609	25517.91506
1610	25517.89302
1611	25517.88892
1612	25512.55129
1613	25510.18187
1614	25505.17946
1615	25504.77799
1616	25504.40201
1617	25504.28263
1618	25504.18858
1619	25504.15491
1620	25504.04976
1621	25501.78636
1622	25497.09948
1623	25496.74552
1624	25494.0114
1625	25491.42339
1626	25491.321
1627	25491.29559
1628	25457.52226
1629	25457.4503
1630	25454.99716
1631	25454.90799
1632	25454.8797
1633	25422.19714
1634	25420.21519
1635	25419.97328
1636	25419.94177
1637	25419.59396
1638	25419.39695
1639	25419.3656
1640	25419.12849
1641	25418.79653
1642	25418.76572
1643	25418.4545
1644	25418.42455
1645	25418.39699
1646	25418.36715
1647	25418.28168
1648	25417.98886
1649	25417.71466
1650	25416.96386
1651	25416.71736
1652	25416.69203
1653	25416.4454
1654	25415.55068
1655	25415.45966
1656	25413.1349
1657	25413.10487
1658	25410.94717
1659	25410.83613
1660	25409.47585
1661	25408.20189
1662	25406.00322
1663	25404.81096
1664	25404.54489
1665	25402.46453
